ad.id,ad.image_urls,ad.last_shown_date,ad.reach.unique_users_seen_x,ad.status,ad.status_statement,ad.videos,ad.first_shown_date,advertiser.business_id,advertiser.business_name,advertiser.paid_for_by,ad_group.targeting_info.interest,ad_group.targeting_info.number_of_users_targeted,ad_group.targeting_info.video_interactions,ad_group.targeting_info.age.35-44,ad_group.targeting_info.age.45-54,ad_group.targeting_info.age.55+,ad_group.targeting_info.age.13-17,ad_group.targeting_info.age.18-24,ad_group.targeting_info.age.25-34,ad_group.targeting_info.audience_targeting,ad_group.targeting_info.country,ad_group.targeting_info.creator_interactions,ad_group.targeting_info.gender.female,ad_group.targeting_info.gender.male,ad_group.targeting_info.gender.other_genders,ad.reach.unique_users_seen_y,ad.reach.unique_users_seen_by_country.DK,ad.reach.unique_users_seen_by_country.FI,ad.reach.unique_users_seen_by_country.IT,ad.reach.unique_users_seen_by_country.NL,ad.reach.unique_users_seen_by_country.CZ,ad.reach.unique_users_seen_by_country.BE,ad.reach.unique_users_seen_by_country.ES,ad.reach.unique_users_seen_by_country.IE,ad.reach.unique_users_seen_by_country.SE,ad.reach.unique_users_seen_by_country.AT,ad.reach.unique_users_seen_by_country.NO,ad.reach.unique_users_seen_by_country.DE,ad.reach.unique_users_seen_by_country.GR,ad.reach.unique_users_seen_by_country.PT,ad.reach.unique_users_seen_by_country.RO,ad.reach.unique_users_seen_by_country.CH,ad.reach.unique_users_seen_by_country.GB,ad.reach.unique_users_seen_by_country.FR,ad.reach.unique_users_seen_by_country.HU,ad.reach.unique_users_seen_by_country.PL
1764155188776978,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/oUCVfXXbbIDJVgDrCfn5Oo8eOhQ8AAuExy6bIG'],20230716,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/oUCVfXXbbIDJVgDrCfn5Oo8eOhQ8AAuExy6bIG~tplv-noop.image?x-expires=1700749647&x-signature=pU77ho%2FPCGJ2KJmv7ySSJOKYhyg%3D', 'url': 'https://v77.tiktokcdn.com/8827e5f5191b2a0a43e9bce234982365/655f614f/video/tos/alisg/tos-alisg-ve-0051c001-sg/o02nVYDEIDAIXo8bf68g5nBOXiofuGAxnCebOu/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=1266&bt=633&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7Te.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=NDtpZWZoZjU0ZmU3OGg4ZkBpam92OmU6Zjh4azMzODYzNEA0X2EuX2AxNmMxXmEwXi8yYSNfcHNqcjRvaHBgLS1kMC1zcw%3D%3D&l=202311230827141E3D4DB3AB874E242F07&btag=e00088000&cc=13'}]",20230602,7.082749612641158e+18,POST OFFICE LIMITED,iProspect UK South,Travel,14.0M-17.1M,,True,True,True,False,True,True,No,['GB'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,6.3M,,,
1779544085300242,,20231120,1M-10M,active,,"[{'cover_image_url': 'https://p16-vod-sign-useast2a.ibyteimg.com/tos-useast2a-p-0037-euttp/oYyanomiNAyE1AfIOh6IAMPA1kCiopt0kxuzhM~tplv-noop.image?x-expires=1700749641&x-signature=uvO8VkJHeSyyjXtZw7G28Ie8ITM%3D', 'url': 'https://v77.tiktokcdn.com/b94203b0560b18f088eb21d5087130a3/655f6149/video/tos/useast2a/tos-useast2a-ve-0068-euttp/oYhmMioEhNzAkndf1dAAQyuxOEihICNEILMyt6/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2122&bt=1061&bti=ODM6N2YuLjY6&cs=0&ds=6&ft=d2A~l-Inz7Te.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=Z2dpZzw4NDM7NzRlZDk5Z0BpM2xlM2g6ZjllbjMzZjczM0AuNS5fXy5jX18xXmM1MjEtYSMzaTFlcjRvZWdgLS1kMWNzcw%3D%3D&l=202311230827141E3D4DB3AB874E242F07&btag=e00088000&cc=13'}]",20231012,6.903903066982974e+18,DOMINO'S PIZZA FRANCE,DOMINO'S PIZZA FRANCE,,,,True,True,True,True,True,True,No,['FR'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,,5.0M,,
1770665920772114,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/owDD4DengVMBtwIebBkNBBABEVUsBlI8AGHq0Q'],20231017,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/owDD4DengVMBtwIebBkNBBABEVUsBlI8AGHq0Q~tplv-noop.image?x-expires=1700749665&x-signature=DYXpt%2F2ft7GTOyQOWi1yLIxZLeg%3D', 'url': 'https://v77.tiktokcdn.com/e5555376911e4ae810fa602ee5e2d6b0/655f6161/video/tos/alisg/tos-alisg-ve-0051c001-sg/osZfvAQgAQAKaDRkJl8bBBgfrutRw4grNZnCDG/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=3372&bt=1686&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7Te.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=OGhoNWkzOmc8ZjxlZzk4NkBpM2R0ZzM6ZjQzbDMzODYzNEA0Xl4wNjNjXi4xXzAtXzU2YSNzNWZpcjRnbF5gLS1kMC1zcw%3D%3D&l=202311230827141E3D4DB3AB874E242F07&btag=e00088000&cc=13'}]",20230706,6.876507872071517e+18,JUNG S.A.S,JUNG S.A.S,,20.5M-25.0M,,True,True,True,True,True,True,No,['ES'],,True,True,True,1M-10M,,,,,,,5.0M,,,,,,,,,,,,,
1763152941333553,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-v-32369a-sg/oE0Ef0phDeGe5LAAIJJngs82rassNbkuYD3bC4'],20230430,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-v-32369a-sg/oE0Ef0phDeGe5LAAIJJngs82rassNbkuYD3bC4~tplv-noop.image?x-expires=1700749652&x-signature=S0VwgxfbpAo3rPj8eK1Cc1xfAjk%3D', 'url': 'https://v77.tiktokcdn.com/0d334ef202e0f238d0ad57e42ff161ca/655f6154/video/tos/alisg/tos-alisg-v-32369a-sg/o4LGCCDryfnDJUA1N9lsevdDbbggBkIfZ5Qsvm/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1666&bt=833&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7Te.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=NmhlO2U3NGk2Ojs7aDg4aEBpanRtZ2c6ZnVlajMzODVnNEBiXi9gMi8wNl4xNmIwLmAyYSNkYHNzcjQwM2tgLS1kYy1zcw%3D%3D&l=202311230827141E3D4DB3AB874E242F07&btag=e00088000&cc=13'}]",20230414,6.876484445164013e+18,eBay Marketplaces GmbH,eBay Marketplaces GmbH,,38.4M-46.9M,,True,True,False,False,True,True,No,['DE'],,True,True,True,1M-10M,,,,,,,,,,,,5.0M,,,,,,,,
1756077479862321,,20230306,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/o8epmO0j2AXHBuUBDXelXRWBJ2abIlkNEgUQEn~tplv-noop.image?x-expires=1700749669&x-signature=i%2FwdGtVm6sZzqdn3utEzR%2Fj0MLE%3D', 'url': 'https://v77.tiktokcdn.com/20fd5c201f7a04e72120d72734da0c0b/655f6165/video/tos/useast2a/tos-useast2a-pve-0068/o0BEkDonQcHBIpPebojRBgAXQg6942oQlUjufJ/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=1794&bt=897&bti=ODM6N2YuLjY6&cs=0&ds=6&ft=d2A~l-Inz7Te.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=ZmdnNmY8OWU4M2loNzM3ZEBpM2hqOmU6Zm84aTMzNzczM0BfLjQvLTIwXi8xXzIuNmMyYSNeY2hscjQwaGFgLS1kMTZzcw%3D%3D&l=202311230827141E3D4DB3AB874E242F07&btag=e00088000&cc=13'}]",20230203,6.917317782577087e+18,Johnson & Johnson GmbH,REPRISE DIGITAL DE,Beauty & Personal Care,10.7M-13.1M,,False,False,False,True,True,True,No,['DE'],,True,True,True,1M-10M,,,,,,,,,,,,5.0M,,,,,,,,
1775766882525234,,20230930,1M-10M,active,,"[{'cover_image_url': 'https://p16-vod-sign-useast2a.ibyteimg.com/tos-useast2a-p-0037-euttp/73f6283bdb6b4d94984606105f85df5b_1690547515~tplv-noop.image?x-expires=1700749641&x-signature=LwwkrR3gmZTohwzGTLqgad%2BNUeA%3D', 'url': 'https://v77.tiktokcdn.com/9e43246de12b6bd31a6eb827024e30ea/655f6149/video/tos/useast2a/tos-useast2a-ve-0068-euttp/oks6byDEIDQkSGwbZtePDcrhfTU0wEAAnB7RKO/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=1820&bt=910&bti=ODM6N2YuLjY6&cs=0&ds=6&ft=d2A~l-Inz7Te.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=aTszZGY1ZjpkOTpkNWY3NUBpamc8Njo6Zjd1bTMzZjczM0BhLTFhM19iXmMxMC0wMGFgYSNzLjQtcjRnXi5gLS1kMWNzcw%3D%3D&l=202311230827141E3D4DB3AB874E242F07&btag=e00088000&cc=13'}]",20230831,6.876485725441754e+18,AMREST SP Z O O,Zenith Poland PLN,,,,True,False,False,True,True,True,No,['PL'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,,,,5.0M
1756184018259985,['https://p19-csp-adlib-site-sign-sg.ibyteimg.com/v0201/oU0keCQnjBMxFc28DfCRHAQhDB0Cb4cgjNgmPq~tplv-xg5h56rn01-webp-75:540:960.webp?from=3963178307&x-expires=1732264035&x-signature=eYGDSHDniqt0V5oM0lIum2soCEA%3D'],20230211,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/v0201/oU0keCQnjBMxFc28DfCRHAQhDB0Cb4cgjNgmPq~tplv-noop.image?x-expires=1700749650&x-signature=24Do4YIR6WrJAmGtsv3e1QecvAI%3D', 'url': 'https://v77.tiktokcdn.com/ddfe53edb804143e66dbf233f4822307/655f6152/video/tos/alisg/tos-alisg-v-0000/osYGWQCdxDAqZh9hAMfhwyzVB8AmMsvUIYNNoI/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2982&bt=1491&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7Te.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=O2dnOGc7NWZlN2k0ZGZkaEBpajRuOWY6ZmRraTMzODYzNEBgNC8tMDYtXy4xLl5eNF5fYSNibzRgcjRnZmRgLS1kMC1zcw%3D%3D&l=202311230827141E3D4DB3AB874E242F07&btag=e00088000&cc=13'}]",20230209,6.881279608134567e+18,Netflix International B.V.,Netflix International B.V.,,34.1M-41.7M,,True,True,True,False,True,True,No,['IT'],,True,True,True,1M-10M,,,5.0M,,,,,,,,,,,,,,,,,
1781537368771634,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/oQ7ZUBQDlBx8T0VFEFGMTAEKDBeEfR2giNInNM'],20231113,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/oQ7ZUBQDlBx8T0VFEFGMTAEKDBeEfR2giNInNM~tplv-noop.image?x-expires=1700749705&x-signature=Qmr4z3NIOL0FVM8Mo4EY7doRblk%3D', 'url': 'https://v77.tiktokcdn.com/c8d7bb4ef532678580e8598f22a04c4e/655f6189/video/tos/alisg/tos-alisg-ve-0051c001-sg/osdexMqKDEto7E8ZAVFQQhNMTBfwlKBIEUgiDR/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2856&bt=1428&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7To.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=NmlnOTpnZ2g4Z2hpOTk5NEBpam1zbng5cm1mbzMzODYzNEAtY2MwLS5iX2MxYTNiYV8yYSNxXl8vMmQ0YC9gLS1kMC1zcw%3D%3D&l=20231123082723DAABED7C25FDEB2404AD&btag=e00090000&cc=13'}]",20231107,7.179610545623106e+18,COMPAÑIA DE SERVICIOS DE BEBIDAS REFRESCANTES SL,MediaCom OU Europe TCCC,,,,False,False,False,False,True,True,No,['ES'],,True,True,True,1M-10M,,,,,,,5.3M,,,,,,,,,,,,,
1782017720539170,,20231111,1M-10M,active,,"[{'cover_image_url': 'https://p16-vod-sign-useast2a.ibyteimg.com/tos-useast2a-p-0037-euttp/oEltEeIGBeeG3eIAhKwLIPuIcmLTjjAlkzEwGg~tplv-noop.image?x-expires=1700749675&x-signature=vAD%2FAxlTiCxfUB7slyujqOVR76I%3D', 'url': 'https://v77.tiktokcdn.com/f6a80c0b731fc0a3cb81201db3f284ce/655f616b/video/tos/useast2a/tos-useast2a-ve-0068-euttp/owAQNL3ztleHGBaDjejEwBIegeIKGxJEPK2kIu/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=1720&bt=860&bti=ODM6N2YuLjY6&cs=0&ds=6&ft=d2A~l-Inz7To.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=aWc8aWU3ZTtpOjc7NTQ7PEBpM2ltO3k5cmhybzMzZjczM0AvNl8yYTJgX2IxYGMtMi5hYSNrYnBjMmRjXzJgLS1kMWNzcw%3D%3D&l=20231123082723DAABED7C25FDEB2404AD&btag=e00088000&cc=13'}]",20231109,6.925701839123908e+18,SECRETARIAT GENERAL DU GOUVERNEMENT,Dentsu Aegis France,,,,True,True,True,True,True,True,No,['FR'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,,5.0M,,
1764775584423937,['https://p16-csp-adlib-site-sign-sg.ibyteimg.com/v0201/oQIDhIxGMCb8jAbeR2QAK4HDouPfToFDe2ISjg~tplv-xg5h56rn01-webp-75:540:960.webp?from=3963178307&x-expires=1732264045&x-signature=5YcQfM%2FTkaTBWDQMcPhYgjLBc1E%3D'],20230626,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/v0201/oQIDhIxGMCb8jAbeR2QAK4HDouPfToFDe2ISjg~tplv-noop.image?x-expires=1700749657&x-signature=GkIwqVAYFPzxts4%2Fvpv3hmrEXDg%3D', 'url': 'https://v77.tiktokcdn.com/7b061d5ae8a3a215a8d2203a6f1546ae/655f6159/video/tos/alisg/tos-alisg-ve-0051c001-sg/ooD3pnhEIAwyEqKtv3foQsdYkS6bEBAPzAGmQC/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=5032&bt=2516&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7To.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=O2llZTQ0NDU4ZDpnaTQ7OEBpMzxndTU6ZjVnazMzODYzNEAwMy0zL2NeNjYxNjZjL2AzYSNmZW80cjRfbjVgLS1kMC1zcw%3D%3D&l=20231123082723DAABED7C25FDEB2404AD&btag=e00088000&cc=13'}]",20230505,6.876447480511202e+18,UNILEVER UK GROUP LIMITED,Mindshare UK.,Food & Beverage,7.6M-9.3M,,True,False,False,False,False,True,No,['GB'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,5.0M,,,
1777655008823297,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/o8cOEohzhRtAII7BRyiMBt5IzAfzCmAhhcAuVw'],20231008,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/o8cOEohzhRtAII7BRyiMBt5IzAfzCmAhhcAuVw~tplv-noop.image?x-expires=1700749660&x-signature=AFZiCEJY%2BfBSPfHhRu47sYEglNA%3D', 'url': 'https://v77.tiktokcdn.com/167c2a92032aae61ff41ff18398bb8b2/655f615c/video/tos/alisg/tos-alisg-ve-0051c001-sg/oEtMmi5uyIoBBaAIRAhfG8OhEhzQRXAIcwtS0C/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=1544&bt=772&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7To.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=PDhmZjNoZjNlOjM2NjVmOkBpamc3ajs6Zmg3bjMzODYzNEAyYy9hYC4vNTIxYzQvYy4vYSNwZWg1cjRfYjNgLS1kMC1zcw%3D%3D&l=20231123082723DAABED7C25FDEB2404AD&btag=e00088000&cc=13'}]",20230921,6.933590924043748e+18,VEI SRL,Carat Italy,,,,True,True,True,False,True,True,No,['IT'],,True,True,True,1M-10M,,,5.1M,,,,,,,,,,,,,,,,,
1759278921796658,['https://p19-csp-adlib-site-sign-sg.ibyteimg.com/v0201/oY7hZhsoE1JDQgeBd3mztBBNM9AfBR8gyQtjIM~tplv-xg5h56rn01-webp-75:540:960.webp?from=3963178307&x-expires=1732264045&x-signature=AdIy9s04o%2B4DP%2Bd43Xgu6kSshIg%3D'],20230403,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/v0201/oY7hZhsoE1JDQgeBd3mztBBNM9AfBR8gyQtjIM~tplv-noop.image?x-expires=1700749669&x-signature=O40uTrzoqVkztEWdFCcPI8du4PU%3D', 'url': 'https://v77.tiktokcdn.com/6b1b934f1f3cdb91693a7e197e348daf/655f6165/video/tos/alisg/tos-alisg-v-0000/ogjPQ36DAnDPYgfMChnBbepTZBQo7oYqN49zgg/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=4280&bt=2140&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7To.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=OTtpZDRpZjs1Ozk2ZGlmN0Bpanc5bTw6ZnhyaTMzODYzNEAxLmEvYjRjNjAxLWI0YF5eYSMtbDBucjRvYG9gLS1kMC1zcw%3D%3D&l=20231123082723DAABED7C25FDEB2404AD&btag=e00088000&cc=13'}]",20230303,6.876495671248029e+18,SQUARESPACE IRELAND LIMITED,SQUARESPACE IRELAND LIMITED,Education,7.9M-9.6M,,True,True,False,False,True,True,No,['FR'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,,5.0M,,
1763600154712114,['https://p16-csp-adlib-site-sign-sg.ibyteimg.com/v0201/7fa95410df8e4e6abcfb72bbc1062d8a_1680854981~tplv-xg5h56rn01-webp-75:540:960.webp?from=3963178307&x-expires=1732264045&x-signature=ebmlV9k%2FzxnRp4oiBQrWPQLFA9Q%3D'],20230514,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/v0201/7fa95410df8e4e6abcfb72bbc1062d8a_1680854981~tplv-noop.image?x-expires=1700749655&x-signature=H%2F5hrWeFj3W%2BdHmAk6mHFhQTKGo%3D', 'url': 'https://v77.tiktokcdn.com/b8c0d05bcc80522a6ccec765232366dd/655f6157/video/tos/alisg/tos-alisg-v-0000/ogguXwebsgdCGnfDHI5A11Po4Y2AACXNyRnfBu/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=5310&bt=2655&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7To.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=ODQ3NmdnZjlmZDxlOThkZEBpM2U1dTg6ZmV2ajMzODYzNEAwMTYvLy9eXmMxNWIuNS1hYSMza3IucjQwcWtgLS1kMC1zcw%3D%3D&l=20231123082723DAABED7C25FDEB2404AD&btag=e00088000&cc=13'}]",20230425,6.881200730124846e+18,MARS WRIGLEY CONFECTIONERY UK LIMITED,Essence Euros (TimeZone Dublin),Apps,3.9M-4.8M,,True,True,True,False,True,True,No,['PL'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,,,,5.0M
1781555453542402,,20231114,1M-10M,active,,"[{'cover_image_url': 'https://p16-vod-sign-useast2a.ibyteimg.com/tos-useast2a-p-0037-euttp/0b9cd04a589f435ea25a2e7ce1f8b850_1693141917~tplv-noop.image?x-expires=1700749653&x-signature=5FFpwv1hkiQ0j0kD3%2FcY7jXcLKE%3D', 'url': 'https://v77.tiktokcdn.com/fa16f4f1a6bb23223fad6db04d49e367/655f6155/video/tos/useast2a/tos-useast2a-ve-0068c001-euttp/oYQ1gAjNIyhUbnhXAdzrUXfaW5YdoAII29SBEC/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2646&bt=1323&bti=ODM6N2YuLjY6&cs=0&ds=6&ft=d2A~l-Inz7To.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=PGhlODw0aWc6OmloOzUzZkBpam9vOzs6ZjNubTMzZjczM0BhLy8zYTQzX18xYDNfMV4wYSNlNjBvcjQwa2lgLS1kMWNzcw%3D%3D&l=20231123082723DAABED7C25FDEB2404AD&btag=e00088000&cc=13'}]",20231103,6.876484847896888e+18,HUGO BOSS Trade Mark Management GmbH & Co KG,HUGO BOSS Trade Mark Management GmbH & Co KG,,,,False,False,False,False,True,True,No,"['DE', 'GB']",,True,True,True,1M-10M,,,,,,,,,,,,3.2M,,,,,1.8M,,,
1777458568106017,,20230930,1M-10M,active,,"[{'cover_image_url': 'https://p16-vod-sign-useast2a.ibyteimg.com/tos-useast2a-p-0037-euttp/332186edef654a83b853fba1e782ef70_1694624904~tplv-noop.image?x-expires=1700749659&x-signature=IiuhMZFmLjqQAQCRsJ91MNFYj24%3D', 'url': 'https://v77.tiktokcdn.com/6b39942e5adc8d61a587d0ebe6ad5108/655f615b/video/tos/useast2a/tos-useast2a-ve-0068-euttp/ogbK6UjEI0nAyBPDy7edeQeIGYDuIgEF92gegA/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2184&bt=1092&bti=ODM6N2YuLjY6&cs=0&ds=6&ft=d2A~l-Inz7To.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=ODQ7OWdpODY6Nmc6Njw0NkBpM3U3ODU6Zml4bjMzZjczM0AwNi0wNTBiNTExNF4yLjA2YSMzaG9scjRnay1gLS1kMWNzcw%3D%3D&l=20231123082723DAABED7C25FDEB2404AD&btag=e00088000&cc=13'}]",20230919,7.106060449581499e+18,Kellogg's Tresor France,Gleam Solutions,,,,False,False,False,True,True,True,No,['FR'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,,5.0M,,
1781371246836770,,20231116,1M-10M,active,,"[{'cover_image_url': 'https://p16-vod-sign-useast2a.ibyteimg.com/tos-useast2a-p-0037-euttp/5c9d322722e74c048690b89d3e49530e_1698484111~tplv-noop.image?x-expires=1700749701&x-signature=djSFbmavbTLj5jPKaesGg2Bzars%3D', 'url': 'https://v77.tiktokcdn.com/a448e9a0c692b685b807219be4e9f129/655f6185/video/tos/useast2a/tos-useast2a-ve-0068c001-euttp/o8fMDOfDPQ0qRPlEAnU05PFM5ByAcE5IFgRmIQ/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2502&bt=1251&bti=ODM6N2YuLjY6&cs=0&ds=6&ft=d2A~l-Inz7To.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=aTZnNTY3NGc6aDc0N2lnM0BpMzV2NHQ5cnNmbjMzZjczM0A2MmMyL2M0Xl8xMmAyNjVhYSNxY2QtMmRrcHJgLS1kMWNzcw%3D%3D&l=20231123082723DAABED7C25FDEB2404AD&btag=e00088000&cc=13'}]",20231102,6.876485248524223e+18,GOOGLE LIMITED,Essence London USD,,,,False,False,False,False,True,True,No,['GB'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,5.0M,,,
1777462321527809,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/oIblfvN4DonA0GBDlN8pMIoLBeUFQgBOx8CQlA'],20230924,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/oIblfvN4DonA0GBDlN8pMIoLBeUFQgBOx8CQlA~tplv-noop.image?x-expires=1700749662&x-signature=Eg8tEuN0zuc0QomGYQZff%2F9XyMg%3D', 'url': 'https://v77.tiktokcdn.com/984bf498778e97c33183f5cc85fe6fdf/655f615e/video/tos/alisg/tos-alisg-ve-0051c001-sg/ooEbxepZAmXNOnHfEPGBMSi6gzDDAlWQgQBDIi/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=4240&bt=2120&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7To.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=NTk8aGlnZmdlOjczOWVpZEBpanlubjY6Zm1rbjMzODYzNEBeXjRiLmJiX18xMGNhM19eYSM0a19ocjQwaC5gLS1kMC1zcw%3D%3D&l=20231123082723DAABED7C25FDEB2404AD&btag=e00088000&cc=13'}]",20230919,6.902396103556072e+18,KIKO SPA,KIKO SPA,,,,True,True,False,False,False,True,No,['FR'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,,5.0M,,
1764044216906786,['https://p19-csp-adlib-site-sign-sg.ibyteimg.com/v0201/c6e1372f2ecd4b2cb49c4690413cc7de_1683560638~tplv-xg5h56rn01-webp-75:540:960.webp?from=3963178307&x-expires=1732264045&x-signature=%2B64eOv1YkI18%2Fds%2BE4YPPlh5l8g%3D'],20231021,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/v0201/c6e1372f2ecd4b2cb49c4690413cc7de_1683560638~tplv-noop.image?x-expires=1700749684&x-signature=AypcFSZcBrqjF2YvQizuUxh8wI8%3D', 'url': 'https://v77.tiktokcdn.com/6de32ea5b9da485ecbd1fbf3e5c452af/655f6174/video/tos/alisg/tos-alisg-ve-0051c001-sg/okylIdnBAzhhZwMLOuGAtfIHvAoMwEjzmILW6Q/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=4622&bt=2311&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7To.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=OGY3Ozo1Nzo5Nzs4ZWhoNUBpMzpzcjo6ZnJrazMzODYzNEAtXjBeLjZiXjYxMjQtYjBiYSM0Z25tcjRfY2BgLS1kMC1zcw%3D%3D&l=20231123082723DAABED7C25FDEB2404AD&btag=e00088000&cc=13'}]",20230424,6.876457988496819e+18,"Scopely, Inc.","Scopely, Inc.",,24.7M-30.1M,,True,True,True,False,True,True,No,['GB'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,5.0M,,,
